county,state,cases,population,num_physicians,phys_per_cap
Anderson,Texas,0,57735,20,3.464103230276262e-4
Andrews,Texas,1,18705,9,4.8115477145148355e-4
Angelina,Texas,4,86715,52,5.996655711237964e-4
Aransas,Texas,2,23510,9,3.828158230540196e-4
Archer,Texas,0,8553,1,1.1691804045364199e-4
Armstrong,Texas,0,1887,0,0
Atascosa,Texas,2,51153,8,1.5639356440482475e-4
Austin,Texas,2,30032,6,1.9978689397975492e-4
Bailey,Texas,0,7000,3,4.2857142857142855e-4
Bandera,Texas,0,23112,6,2.5960539979231567e-4
Bastrop,Texas,6,88723,23,2.592337950700495e-4
Baylor,Texas,0,3509,NA,NA
Bee,Texas,0,32565,7,2.1495470597267006e-4
Bell,Texas,36,362924,284,7.825329821119574e-4
Bexar,Texas,207,2003554,1,4.991130760638345e-7
Blanco,Texas,1,11931,5,4.1907635571201073e-4
Borden,Texas,0,654,0,0
Bosque,Texas,0,18685,10,5.351886540005352e-4
Bowie,Texas,9,93245,63,6.756394444742346e-4
Brazoria,Texas,95,374264,234,6.252271124126285e-4
Brazos,Texas,46,229211,190,8.289305487083953e-4
Brewster,Texas,0,9203,6,6.519613169618602e-4
Briscoe,Texas,0,1546,0,0
Brooks,Texas,0,7093,1,1.4098406880022558e-4
Brown,Texas,3,37864,19,5.017959011197971e-4
Burleson,Texas,1,18443,7,3.79547795911728e-4
Burnet,Texas,2,48155,22,4.5685806250648944e-4
Caldwell,Texas,1,43664,12,2.7482594356907294e-4
Calhoun,Texas,3,21290,11,5.166744950681071e-4
Callahan,Texas,0,13943,1,7.172057663343613e-5
Cameron,Texas,26,423163,207,4.891732027611109e-4
Camp,Texas,0,13094,11,8.400794256911562e-4
Carson,Texas,0,5926,1,1.6874789065136686e-4
Cass,Texas,2,30026,8,2.66435755678412e-4
Castro,Texas,8,7530,1,1.3280212483399734e-4
Chambers,Texas,8,43837,4,9.12471200127746e-5
Cherokee,Texas,2,52646,21,3.988907039471185e-4
Childress,Texas,0,7306,NA,NA
Clay,Texas,0,10471,4,3.8200744914525833e-4
Cochran,Texas,0,2853,1,3.505082369435682e-4
Coke,Texas,0,3387,1,2.952465308532625e-4
Coleman,Texas,0,8175,5,6.116207951070336e-4
Collin,Texas,160,1034730,918,8.871879620770636e-4
Collingsworth,Texas,0,2920,1,3.4246575342465754e-4
Colorado,Texas,0,21493,10,4.65267761596799e-4
Comal,Texas,11,156209,98,6.27364620476413e-4
Comanche,Texas,0,13635,6,4.4004400440044003e-4
Concho,Texas,0,2726,1,3.6683785766691124e-4
Cooke,Texas,1,41257,13,3.150980439682963e-4
Coryell,Texas,1,75951,17,2.238285210201314e-4
Cottle,Texas,0,1398,0,0
Crane,Texas,1,4797,1,2.0846362309776944e-4
Crockett,Texas,0,3464,1,2.886836027713626e-4
Crosby,Texas,0,5737,2,3.486142583231654e-4
Culberson,Texas,0,2171,1,4.6061722708429296e-4
Dallam,Texas,0,7287,5,6.861534239055853e-4
Dallas,Texas,631,2635516,1,3.7943233886646866e-7
Dawson,Texas,3,12728,3,2.3570081709616594e-4
Deaf Smith,Texas,2,18546,2,1.0783996549121104e-4
Delta,Texas,0,5331,1,1.8758206715438003e-4
Denton,Texas,206,887207,530,5.973803182346397e-4
DeWitt,Texas,3,20160,11,5.456349206349206e-4
Dickens,Texas,0,2211,1,4.522840343735866e-4
Dimmit,Texas,0,10124,4,3.951007506914263e-4
Donley,Texas,0,3278,1,3.050640634533252e-4
Duval,Texas,0,11157,1,8.962982880702697e-5
Eastland,Texas,3,18360,6,3.26797385620915e-4
Ector,Texas,7,166223,93,5.594893606781252e-4
Edwards,Texas,0,1932,0,0
Ellis,Texas,16,184826,70,3.7873459361778105e-4
El Paso,Texas,50,839238,405,4.825806267113739e-4
Erath,Texas,1,42698,23,5.386669164832076e-4
Falls,Texas,1,17297,2,1.1562698733884489e-4
Fannin,Texas,1,35514,7,1.9710536689756153e-4
Fayette,Texas,2,25346,9,3.5508561508719325e-4
Fisher,Texas,0,3830,1,2.610966057441253e-4
Floyd,Texas,0,5712,4,7.002801120448179e-4
Foard,Texas,0,1155,0,0
Fort Bend,Texas,138,811688,650,8.008003075073181e-4
Franklin,Texas,1,10725,3,2.797202797202797e-4
Freestone,Texas,0,19717,6,3.0430592889384796e-4
Frio,Texas,0,20306,4,1.9698611247907023e-4
Gaines,Texas,1,21492,5,2.3264470500651406e-4
Galveston,Texas,106,342139,245,7.160832293307691e-4
Garza,Texas,0,6229,1,1.6053941242575052e-4
Gillespie,Texas,0,26988,31,0.00114865866310953
Glasscock,Texas,0,1409,0,0
Goliad,Texas,0,7658,1,1.3058239749281798e-4
Gonzales,Texas,0,20837,8,3.8393242789269087e-4
Gray,Texas,0,21886,9,4.1122178561637574e-4
Grayson,Texas,7,136212,62,4.551728188412181e-4
Gregg,Texas,5,123945,107,8.632861349792246e-4
Grimes,Texas,3,28880,6,2.077562326869806e-4
Guadalupe,Texas,15,166847,56,3.3563684093810495e-4
Hale,Texas,1,33406,10,2.9934742261869123e-4
Hall,Texas,1,2964,1,3.3738191632928474e-4
Hamilton,Texas,0,8461,8,9.455147145727455e-4
Hansford,Texas,0,5399,2,3.704389701796629e-4
Hardeman,Texas,0,3933,4,0.0010170353419781336
Hardin,Texas,12,57602,11,1.9096559147251831e-4
Harris,Texas,680,4713325,1,2.121644486641596e-7
Harrison,Texas,1,66553,19,2.8548675491713374e-4
Hartley,Texas,0,5576,1,1.793400286944046e-4
Haskell,Texas,0,5658,3,5.302226935312832e-4
Hays,Texas,24,230191,93,4.0401232020365697e-4
Hemphill,Texas,0,3819,4,0.0010473946059177796
Henderson,Texas,1,82737,25,3.0216227322721394e-4
Hidalgo,Texas,38,868707,387,4.454896760357635e-4
Hill,Texas,1,36649,8,2.1828699282381512e-4
Hockley,Texas,7,23021,13,5.64701794014161e-4
Hood,Texas,6,61643,31,5.028957059195692e-4
Hopkins,Texas,3,37084,9,2.4269226620645022e-4
Houston,Texas,0,22968,4,1.7415534656913968e-4
Howard,Texas,0,36664,11,3.0002181976871047e-4
Hudspeth,Texas,0,4886,1,2.0466639377814163e-4
Hunt,Texas,4,98594,27,2.738503357202264e-4
Hutchinson,Texas,0,20938,7,3.343203744388194e-4
Irion,Texas,0,1536,0,0
Jack,Texas,0,8935,4,4.476776720761052e-4
Jackson,Texas,1,14760,1,6.775067750677507e-5
Jasper,Texas,0,35529,14,3.940443018379352e-4
Jeff Davis,Texas,0,2274,1,4.3975373790677223e-4
Jefferson,Texas,18,251565,145,5.763917874108083e-4
Jim Hogg,Texas,0,5200,1,1.923076923076923e-4
Jim Wells,Texas,0,40482,11,2.717257052517168e-4
Johnson,Texas,8,175817,77,4.3795537405370356e-4
Jones,Texas,0,20083,6,2.987601453966041e-4
Karnes,Texas,2,15601,4,2.563938209089161e-4
Kaufman,Texas,3,136154,39,2.864403543046844e-4
Kendall,Texas,7,47431,38,8.011637958297316e-4
Kenedy,Texas,0,404,0,0
Kent,Texas,0,762,0,0
Kerr,Texas,0,52600,44,8.365019011406844e-4
Kimble,Texas,0,4337,3,6.917223887479825e-4
King,Texas,0,272,0,0
Kinney,Texas,0,3667,1,2.727024815925825e-4
Kleberg,Texas,1,30680,14,4.5632333767926987e-4
Knox,Texas,0,3664,1,2.729257641921397e-4
Lamar,Texas,3,49859,25,5.014139874445938e-4
Lamb,Texas,1,12893,3,2.3268440238889319e-4
Lampasas,Texas,0,21428,9,4.2001120029867465e-4
La Salle,Texas,0,7520,1,1.3297872340425532e-4
Lavaca,Texas,1,20154,14,6.946511858688102e-4
Lee,Texas,0,17239,4,2.320320204188178e-4
Leon,Texas,1,17404,1,5.745805561939784e-5
Liberty,Texas,2,88219,20,2.2670853217560843e-4
Limestone,Texas,2,23437,8,3.41340615266459e-4
Lipscomb,Texas,0,3233,1,3.093102381688834e-4
Live Oak,Texas,0,12207,1,8.192020971573687e-5
Llano,Texas,3,21795,17,7.799954117916954e-4
Loving,Texas,0,169,0,0
Lubbock,Texas,77,310569,251,8.081939923173272e-4
Lynn,Texas,2,5951,3,5.04116955133591e-4
McCulloch,Texas,0,7984,4,5.01002004008016e-4
McLennan,Texas,39,256623,187,7.286954014254373e-4
McMullen,Texas,0,743,0,0
Madison,Texas,0,14284,3,2.1002520302436292e-4
Marion,Texas,0,9854,1,1.0148163182463974e-4
Martin,Texas,1,5771,2,3.4656038814763474e-4
Mason,Texas,0,4274,1,2.339728591483388e-4
Matagorda,Texas,27,36643,14,3.8206478727178454e-4
Maverick,Texas,1,58722,15,2.554408909778277e-4
Medina,Texas,3,51584,14,2.7140198511166254e-4
Menard,Texas,0,2138,1,4.677268475210477e-4
Midland,Texas,13,176832,59,3.3365001809627215e-4
Milam,Texas,2,24823,2,8.057043870603875e-5
Mills,Texas,0,4873,2,4.104247896572953e-4
Mitchell,Texas,0,8545,4,4.681100058513751e-4
Montague,Texas,1,19818,6,3.027550711474417e-4
Montgomery,Texas,81,607391,354,5.828206213131245e-4
Moore,Texas,1,20940,10,4.775549188156638e-4
Morris,Texas,1,12388,2,1.6144656118824668e-4
Motley,Texas,0,1200,0,0
Nacogdoches,Texas,2,65204,46,7.054781915219925e-4
Navarro,Texas,3,50113,22,4.390078422764552e-4
Newton,Texas,0,13595,1,7.35564545788893e-5
Nolan,Texas,0,14714,4,2.718499388337638e-4
Nueces,Texas,31,362294,299,8.252965823336848e-4
Ochiltree,Texas,0,9836,4,4.0666937779585197e-4
Oldham,Texas,2,2112,1,4.734848484848485e-4
Orange,Texas,5,83396,18,2.1583769005707707e-4
Palo Pinto,Texas,0,29189,12,4.1111377573743534e-4
Panola,Texas,0,23194,8,3.4491678882469606e-4
Parker,Texas,4,142878,59,4.129397108022229e-4
Parmer,Texas,0,9605,2,2.0822488287350338e-4
Pecos,Texas,0,15823,7,4.4239398344182517e-4
Polk,Texas,4,51353,29,5.647187116624151e-4
Potter,Texas,5,117415,90,7.6651194481114e-4
Presidio,Texas,0,6704,2,2.983293556085919e-4
Rains,Texas,0,12514,2,1.59821000479463e-4
Randall,Texas,6,137713,80,5.809182865815138e-4
Reagan,Texas,0,3849,2,5.196154845414394e-4
Real,Texas,0,3452,1,2.8968713789107763e-4
Red River,Texas,0,12023,2,1.66347833319471e-4
Reeves,Texas,0,15976,6,3.755633450175263e-4
Refugio,Texas,0,6948,2,2.878526194588371e-4
Roberts,Texas,0,854,0,0
Robertson,Texas,2,17074,1,5.856858381164344e-5
Rockwall,Texas,5,104915,76,7.243959395701282e-4
Runnels,Texas,0,10264,7,6.819953234606392e-4
Rusk,Texas,3,54406,11,2.021835826930853e-4
Sabine,Texas,0,10542,2,1.8971732119142478e-4
San Augustine,Texas,0,8237,2,2.428068471530897e-4
San Jacinto,Texas,1,28859,3,1.0395370594961711e-4
San Patricio,Texas,1,66730,18,2.697437434437285e-4
San Saba,Texas,0,6055,2,3.3030553261767135e-4
Schleicher,Texas,0,2793,1,3.5803795202291446e-4
Scurry,Texas,0,16703,9,5.388253607136442e-4
Shackelford,Texas,0,3265,1,3.0627871362940275e-4
Shelby,Texas,2,25274,5,1.9783176386800665e-4
Sherman,Texas,0,3022,1,3.3090668431502316e-4
Smith,Texas,32,232751,232,9.967733758394163e-4
Somervell,Texas,0,9128,6,6.573181419807187e-4
Starr,Texas,2,64633,13,2.011356427830984e-4
Stephens,Texas,0,9366,3,3.2030749519538755e-4
Sterling,Texas,0,1291,0,0
Stonewall,Texas,0,1350,1,7.407407407407407e-4
Sutton,Texas,0,3776,3,7.944915254237289e-4
Swisher,Texas,1,7397,1,1.35189941868325e-4
Tarrant,Texas,175,2102515,1,4.75620863584802e-7
Taylor,Texas,11,138034,97,7.027254154773462e-4
Terrell,Texas,0,776,0,0
Terry,Texas,4,12337,4,3.2422793223636217e-4
Throckmorton,Texas,0,1501,1,6.662225183211193e-4
Titus,Texas,0,32750,18,5.496183206106871e-4
Tom Green,Texas,6,119200,78,6.543624161073825e-4
Travis,Texas,206,1273954,1,7.849576986296208e-7
Trinity,Texas,0,14651,2,1.3650945327963962e-4
Tyler,Texas,0,21672,5,2.307124400147656e-4
Upshur,Texas,2,41753,12,2.874044978803918e-4
Upton,Texas,0,3657,2,5.468963631391851e-4
Uvalde,Texas,2,26741,12,4.487491118507161e-4
Val Verde,Texas,5,49025,14,2.855685874553799e-4
Van Zandt,Texas,2,56590,10,1.7670966601873123e-4
Victoria,Texas,9,92084,72,7.818947917119152e-4
Walker,Texas,3,72971,20,2.7408148442531965e-4
Waller,Texas,3,55246,6,1.086051478840097e-4
Ward,Texas,0,11998,3,2.500416736122687e-4
Washington,Texas,8,35882,21,5.852516582130316e-4
Webb,Texas,37,276652,89,3.21703801165363e-4
Wharton,Texas,6,41556,16,3.850226200789296e-4
Wheeler,Texas,0,5056,2,3.9556962025316455e-4
Wichita,Texas,30,132230,95,7.184451334795432e-4
Wilbarger,Texas,0,12769,6,4.6988801002427753e-4
Willacy,Texas,2,21358,8,3.745669070137653e-4
Williamson,Texas,42,590551,376,6.366935285860155e-4
Wilson,Texas,3,51070,24,4.699432151948306e-4
Winkler,Texas,0,8010,2,2.4968789013732833e-4
Wise,Texas,1,69984,27,3.8580246913580245e-4
Wood,Texas,0,45539,21,4.611431959419399e-4
Yoakum,Texas,1,8713,3,3.4431309537472744e-4
Young,Texas,1,18010,12,6.662965019433648e-4
Zapata,Texas,0,14179,1,7.052683546089287e-5
Zavala,Texas,0,11840,2,1.6891891891891893e-4
Beaver,Utah,0,6710,5,7.451564828614009e-4
Box Elder,Utah,7,56046,16,2.8547978446276276e-4
Cache,Utah,7,128289,57,4.443093328344597e-4
Carbon,Utah,0,20463,11,5.375555881346821e-4
Daggett,Utah,0,950,0,0
Davis,Utah,84,355481,165,4.641598285140415e-4
Duchesne,Utah,0,19938,9,4.5139933794763765e-4
Emery,Utah,0,10012,1,9.988014382740711e-5
Garfield,Utah,1,5051,3,5.93941793704217e-4
Grand,Utah,0,9754,13,0.0013327865491080582
Iron,Utah,6,54839,19,3.4646875398894946e-4
Juab,Utah,0,12017,7,5.825081135058667e-4
Kane,Utah,0,7886,4,5.07227998985544e-4
Millard,Utah,0,13188,7,5.307855626326964e-4
Morgan,Utah,3,12124,13,0.001072253381722204
Piute,Utah,0,1479,0,0
Rich,Utah,0,2483,1,4.027386226339106e-4
Salt Lake,Utah,396,1160437,869,7.48855818971646e-4
San Juan,Utah,4,15308,11,7.185785210347531e-4
Sanpete,Utah,0,30939,17,5.494683086072594e-4
Sevier,Utah,0,21620,10,4.6253469010175765e-4
Summit,Utah,172,42145,52,0.001233835567682999
Tooele,Utah,12,72259,13,1.79908385114657e-4
Uintah,Utah,1,35734,13,3.637991828510662e-4
Utah,Utah,70,636235,257,4.0393879619951746e-4
Wasatch,Utah,50,34091,17,4.98665336892435e-4
Washington,Utah,14,177556,96,5.406744914280566e-4
Wayne,Utah,0,2711,1,3.6886757654002215e-4
Weber,Utah,41,260213,110,4.2273060915480777e-4
Addison,Vermont,23,36777,42,0.0011420181091443022
Bennington,Vermont,18,35470,38,0.0010713278827177897
Caledonia,Vermont,2,29993,26,8.668689360850865e-4
Chittenden,Vermont,152,163774,293,0.001789050765078706
Essex,Vermont,0,6163,1,1.6225864027259452e-4
Franklin,Vermont,13,49402,27,5.465365774664993e-4
Grand Isle,Vermont,0,7235,4,5.528680027643401e-4
Lamoille,Vermont,13,25362,24,9.462976105985332e-4
Orange,Vermont,4,28892,22,7.614564585352347e-4
Orleans,Vermont,7,27037,21,7.767133927580723e-4
Rutland,Vermont,6,58191,43,7.389458851025073e-4
Washington,Vermont,15,58409,62,0.0010614802513311304
Windham,Vermont,11,42222,45,0.0010657950831320165
Windsor,Vermont,18,55062,56,0.0010170353419781336
Accomack,Virginia,7,32316,16,4.951107810372571e-4
Albemarle,Virginia,21,109330,161,0.0014726058721302479
Alleghany,Virginia,1,14860,7,4.7106325706594885e-4
Amelia,Virginia,2,13145,1,7.607455306200075e-5
Amherst,Virginia,3,31605,7,2.2148394241417498e-4
Appomattox,Virginia,0,15911,2,1.256992018100685e-4
Arlington,Virginia,104,236842,188,7.937781305680581e-4
Augusta,Virginia,0,75558,37,4.896900394399004e-4
Bath,Virginia,0,4147,1,2.4113817217265494e-4
Bedford,Virginia,2,78997,55,6.962289707204071e-4
Bland,Virginia,0,6280,1,1.592356687898089e-4
Botetourt,Virginia,5,33419,17,5.086926598641491e-4
Brunswick,Virginia,1,16231,6,3.6966299057359373e-4
Buchanan,Virginia,0,21004,6,2.856598743096553e-4
Buckingham,Virginia,2,17148,4,2.3326335432703523e-4
Campbell,Virginia,1,54885,9,1.639792292976223e-4
Caroline,Virginia,0,30725,5,1.6273393002441008e-4
Carroll,Virginia,1,29791,29,9.73448356886308e-4
Charles City,Virginia,1,6963,2,2.872325147206664e-4
Charlotte,Virginia,0,11880,7,5.892255892255892e-4
Chesterfield,Virginia,43,352802,301,8.531697666113003e-4
Clarke,Virginia,1,14619,7,4.7882892126684454e-4
Craig,Virginia,0,5131,1,1.9489378288832586e-4
Culpeper,Virginia,3,52605,20,3.80191996958464e-4
Cumberland,Virginia,0,9932,3,3.0205396697543293e-4
Dickenson,Virginia,0,14318,4,2.793686269031988e-4
Dinwiddie,Virginia,0,28544,4,1.4013452914798206e-4
Essex,Virginia,0,10953,2,1.8259837487446363e-4
Fairfax,Virginia,244,1147532,1,8.71435393522795e-7
Fauquier,Virginia,7,71222,36,5.054617955126225e-4
Floyd,Virginia,0,15749,5,3.1748047495079053e-4
Fluvanna,Virginia,3,27270,7,2.566923359002567e-4
Franklin,Virginia,5,56042,20,3.5687520074230043e-4
Frederick,Virginia,12,89313,37,4.1427339804955604e-4
Giles,Virginia,0,16720,7,4.186602870813397e-4
Gloucester,Virginia,7,37348,22,5.890543000963907e-4
Goochland,Virginia,7,23753,21,8.840988506714941e-4
Grayson,Virginia,0,15550,4,2.572347266881029e-4
Greene,Virginia,1,19819,5,2.5228316262172664e-4
Greensville,Virginia,3,11336,5,4.410726887791108e-4
Halifax,Virginia,1,33911,14,4.1284538940166907e-4
Hanover,Virginia,6,107766,71,6.58834882987213e-4
Henrico,Virginia,62,330818,345,0.0010428694931956543
Henry,Virginia,1,50557,31,6.131692940641257e-4
Highland,Virginia,0,2190,1,4.5662100456621003e-4
Isle of Wight,Virginia,4,37109,17,4.581098924789135e-4
James City,Virginia,89,76523,91,0.001189184950929786
King and Queen,Virginia,1,7025,3,4.2704626334519574e-4
King George,Virginia,3,26836,7,2.608436428677895e-4
King William,Virginia,1,17148,4,2.3326335432703523e-4
Lancaster,Virginia,1,10603,6,5.658775818164671e-4
Lee,Virginia,2,23423,6,2.5615847671092517e-4
Loudoun,Virginia,87,413538,308,7.447924979082938e-4
Louisa,Virginia,9,37591,5,1.3301056103854646e-4
Lunenburg,Virginia,0,12196,2,1.6398819285011479e-4
Madison,Virginia,3,13261,7,5.278636603574391e-4
Mathews,Virginia,2,8834,4,4.527960153950645e-4
Mecklenburg,Virginia,4,30587,16,5.230980481904077e-4
Middlesex,Virginia,0,10582,3,2.835002835002835e-4
Montgomery,Virginia,1,98535,69,7.002587912924342e-4
Nelson,Virginia,2,14930,13,8.707300736771601e-4
New Kent,Virginia,1,23091,7,3.031484128015244e-4
Northampton,Virginia,1,11710,12,0.0010247651579846286
Northumberland,Virginia,3,12095,12,9.921455146754857e-4
Nottoway,Virginia,1,15232,10,6.565126050420169e-4
Orange,Virginia,2,37051,15,0.00040484737254055223
Page,Virginia,1,23902,8,3.347000251025019e-4
Patrick,Virginia,0,17608,5,2.8396183552930487e-4
Pittsylvania,Virginia,1,60354,5,8.284455048546907e-5
Powhatan,Virginia,4,29652,14,4.7214353163361664e-4
Prince Edward,Virginia,2,22802,14,6.139812297166915e-4
Prince George,Virginia,7,38353,6,1.564414778504941e-4
Prince William,Virginia,94,470335,206,4.3798569104999625e-4
Pulaski,Virginia,0,34027,14,4.114379757251594e-4
Rappahannock,Virginia,0,7370,3,4.0705563093622793e-4
Richmond,Virginia,0,9023,1,1.108278842956888e-4
Roanoke,Virginia,3,94186,122,0.0012953092816342133
Rockbridge,Virginia,2,22573,21,9.30314978071147e-4
Rockingham,Virginia,5,81948,23,2.806657880607214e-4
Russell,Virginia,0,26586,7,2.632964718272775e-4
Scott,Virginia,0,21566,7,3.2458499489937864e-4
Shenandoah,Virginia,7,43616,21,4.81474688187821e-4
Smyth,Virginia,1,30104,19,6.311453627424927e-4
Southampton,Virginia,1,17631,4,2.26873121206965e-4
Spotsylvania,Virginia,7,136215,83,6.093308372793011e-4
Stafford,Virginia,24,152882,44,2.878036655721406e-4
Surry,Virginia,1,6422,2,3.114294612270321e-4
Sussex,Virginia,0,11159,3,2.688412940227619e-4
Tazewell,Virginia,2,40595,27,6.651065402143121e-4
Warren,Virginia,3,40164,21,5.228562892142217e-4
Washington,Virginia,2,53740,37,6.885001860811314e-4
Westmoreland,Virginia,0,18015,2,1.1101859561476548e-4
Wise,Virginia,0,37383,20,5.35002541262071e-4
Wythe,Virginia,1,28684,14,4.880769767117557e-4
York,Virginia,14,68280,84,0.0012302284710017574
Alexandria city,Virginia,30,159428,NA,NA
Bristol city,Virginia,1,16762,NA,NA
Buena Vista city,Virginia,0,6478,NA,NA
Charlottesville city,Virginia,14,47266,NA,NA
Chesapeake city,Virginia,23,244835,NA,NA
Colonial Heights city,Virginia,0,17370,NA,NA
Covington city,Virginia,0,5538,NA,NA
Danville city,Virginia,4,40044,NA,NA
Emporia city,Virginia,0,5346,NA,NA
Fairfax city,Virginia,1,24019,NA,NA
Falls Church city,Virginia,0,14617,NA,NA
Franklin city,Virginia,1,7967,NA,NA
Fredericksburg city,Virginia,1,29036,NA,NA
Galax city,Virginia,1,6347,NA,NA
Hampton city,Virginia,13,134510,NA,NA
Harrisonburg city,Virginia,6,53016,NA,NA
Hopewell city,Virginia,4,22529,NA,NA
Lexington city,Virginia,0,7446,NA,NA
Lynchburg city,Virginia,5,82168,NA,NA
Manassas city,Virginia,8,41085,NA,NA
Manassas Park city,Virginia,1,17478,NA,NA
Martinsville city,Virginia,0,12554,NA,NA
Newport News city,Virginia,23,179225,NA,NA
Norfolk city,Virginia,27,242742,NA,NA
Norton city,Virginia,0,3981,NA,NA
Petersburg city,Virginia,2,31346,NA,NA
Poquoson city,Virginia,2,12271,NA,NA
Portsmouth city,Virginia,12,94398,NA,NA
Radford city,Virginia,1,18249,NA,NA
Richmond city,Virginia,26,230436,NA,NA
Roanoke city,Virginia,6,99143,NA,NA
Salem city,Virginia,0,25301,NA,NA
Staunton city,Virginia,0,24932,NA,NA
Suffolk city,Virginia,4,92108,NA,NA
Virginia Beach city,Virginia,65,449974,NA,NA
Waynesboro city,Virginia,2,22630,NA,NA
Williamsburg city,Virginia,8,14954,NA,NA
Winchester city,Virginia,3,28078,NA,NA
Adams,Washington,7,19983,9,4.5038282540159135e-4
Asotin,Washington,0,22582,19,8.413780887432468e-4
Benton,Washington,101,204390,135,6.605019815059445e-4
Chelan,Washington,15,77200,90,0.00116580310880829
Clallam,Washington,6,77331,74,9.569254244740143e-4
Clark,Washington,116,488241,335,6.861365596088816e-4
Columbia,Washington,1,3985,3,7.52823086574655e-4
Cowlitz,Washington,13,110593,70,6.329514526235838e-4
Douglas,Washington,5,43429,8,1.8420870846669275e-4
Ferry,Washington,1,7627,5,6.555657532450505e-4
Franklin,Washington,33,95222,22,2.3103904559870618e-4
Garfield,Washington,0,2225,2,8.988764044943821e-4
Grant,Washington,62,97733,40,4.092783399670531e-4
Grays Harbor,Washington,1,75061,25,3.3306244254672866e-4
Island,Washington,106,85141,31,3.641019015515439e-4
Jefferson,Washington,14,32221,26,8.069271593060427e-4
King,Washington,2332,2252782,1,4.4389559220554853e-7
Kitsap,Washington,63,271473,172,6.335805034018116e-4
Kittitas,Washington,8,47935,27,5.632627516428497e-4
Klickitat,Washington,7,22425,15,6.688963210702341e-4
Lewis,Washington,10,80707,35,4.3366746378876677e-4
Lincoln,Washington,1,10939,4,3.656641374897157e-4
Mason,Washington,2,66768,17,2.546129882578481e-4
Okanogan,Washington,3,42243,31,7.33849395166063e-4
Pacific,Washington,0,22471,5,2.225090116149704e-4
Pend Oreille,Washington,0,13724,7,5.100553774409793e-4
Pierce,Washington,352,904980,636,7.027779619439104e-4
San Juan,Washington,4,17582,13,7.393925605733136e-4
Skagit,Washington,101,129205,106,8.204016872412058e-4
Skamania,Washington,1,12083,1,8.276090374906894e-5
Snohomish,Washington,1228,822083,421,5.121137403400873e-4
Spokane,Washington,140,522798,455,8.703170249312354e-4
Stevens,Washington,4,45723,31,6.779957570588106e-4
Thurston,Washington,48,290536,280,9.63735991408982e-4
Wahkiakum,Washington,0,4488,1,2.228163992869875e-4
Walla Walla,Washington,7,60760,70,0.001152073732718894
Whatcom,Washington,116,229247,202,8.811456638472913e-4
Whitman,Washington,6,50104,29,5.787961041034648e-4
Yakima,Washington,147,250873,167,6.656754612891782e-4
Barbour,West Virginia,0,16441,7,4.257648561523022e-4
Berkeley,West Virginia,16,119171,51,4.2795646591872185e-4
Boone,West Virginia,0,21457,8,3.728387006571282e-4
Braxton,West Virginia,0,13957,6,4.2989181056100884e-4
Brooke,West Virginia,0,21939,5,2.2790464469665892e-4
Cabell,West Virginia,1,91945,151,0.001642286149328403
Calhoun,West Virginia,0,7109,3,4.220002813335209e-4
Clay,West Virginia,0,8508,1,1.1753643629525152e-4
Doddridge,West Virginia,0,8448,2,2.3674242424242425e-4
Fayette,West Virginia,0,42406,19,4.4804980427298025e-4
Gilmer,West Virginia,0,7823,3,3.834845967020325e-4
Grant,West Virginia,0,11568,6,5.186721991701245e-4
Greenbrier,West Virginia,3,34662,45,0.001298251687727194
Hampshire,West Virginia,0,23175,6,2.588996763754045e-4
Hancock,West Virginia,3,28810,16,5.553627212773343e-4
Hardy,West Virginia,1,13776,2,1.4518002322880372e-4
Harrison,West Virginia,11,67256,78,0.0011597478291899607
Jackson,West Virginia,9,28576,9,3.1494960806270996e-4
Jefferson,West Virginia,8,57146,33,5.774682392468414e-4
Kanawha,West Virginia,31,178124,241,0.0013529900518739755
Lewis,West Virginia,0,15907,12,7.543848620104357e-4
Lincoln,West Virginia,0,20409,9,4.409819197412906e-4
Logan,West Virginia,2,32019,16,4.997033011649334e-4
McDowell,West Virginia,0,17624,5,2.8370403994552884e-4
Marion,West Virginia,5,56072,30,5.350263946354687e-4
Marshall,West Virginia,4,30531,13,4.257967311912482e-4
Mason,West Virginia,3,26516,14,5.279831045406547e-4
Mercer,West Virginia,2,58758,40,6.807583648184077e-4
Mineral,West Virginia,0,26868,9,3.3497096918267083e-4
Mingo,West Virginia,0,23424,5,2.1345628415300546e-4
Monongalia,West Virginia,31,105612,139,0.0013161383176154226
Monroe,West Virginia,0,13275,5,3.766478342749529e-4
Morgan,West Virginia,1,17884,10,5.591590248266607e-4
Nicholas,West Virginia,0,24496,24,9.797517962116264e-4
Ohio,West Virginia,10,41411,67,0.0016179276037767744
Pendleton,West Virginia,0,6969,3,4.3047783039173483e-4
Pleasants,West Virginia,1,7460,1,1.3404825737265417e-4
Pocahontas,West Virginia,0,8247,4,4.850248575239481e-4
Preston,West Virginia,3,33432,13,3.888490069394592e-4
Putnam,West Virginia,4,56450,60,0.0010628875110717448
Raleigh,West Virginia,3,73361,66,8.996605825983833e-4
Randolph,West Virginia,1,28695,25,8.712319219376198e-4
Ritchie,West Virginia,0,9554,2,2.0933640360058616e-4
Roane,West Virginia,2,13688,8,5.844535359438924e-4
Summers,West Virginia,0,12573,5,3.9767756303189377e-4
Taylor,West Virginia,0,16695,6,3.5938903863432165e-4
Tucker,West Virginia,2,6839,3,4.386606228980845e-4
Tyler,West Virginia,0,8591,5,5.820044232336166e-4
